Inject to epoch: 19
Inject to step: 38
Load weights from ISCA_AE_CKPT/epoch_18
Epoch: 19/80, step: 0/98, loss: 0.89409, accuracy: 0.66797
Epoch: 19/80, step: 1/98, loss: 0.94154, accuracy: 0.64453
Epoch: 19/80, step: 2/98, loss: 0.86942, accuracy: 0.69336
Epoch: 19/80, step: 3/98, loss: 0.89815, accuracy: 0.68555
Epoch: 19/80, step: 4/98, loss: 0.86429, accuracy: 0.68555
Epoch: 19/80, step: 5/98, loss: 0.99918, accuracy: 0.64648
Epoch: 19/80, step: 6/98, loss: 0.94795, accuracy: 0.66602
Epoch: 19/80, step: 7/98, loss: 0.99421, accuracy: 0.66016
Epoch: 19/80, step: 8/98, loss: 0.99970, accuracy: 0.65820
Epoch: 19/80, step: 9/98, loss: 1.07125, accuracy: 0.59961
Epoch: 19/80, step: 10/98, loss: 0.86429, accuracy: 0.68555
Epoch: 19/80, step: 11/98, loss: 0.87545, accuracy: 0.69922
Epoch: 19/80, step: 12/98, loss: 0.92780, accuracy: 0.66797
Epoch: 19/80, step: 13/98, loss: 0.99830, accuracy: 0.64453
Epoch: 19/80, step: 14/98, loss: 0.88220, accuracy: 0.69531
Epoch: 19/80, step: 15/98, loss: 0.95493, accuracy: 0.66797
Epoch: 19/80, step: 16/98, loss: 0.89898, accuracy: 0.66602
Epoch: 19/80, step: 17/98, loss: 0.91974, accuracy: 0.66406
Epoch: 19/80, step: 18/98, loss: 0.90122, accuracy: 0.66797
Epoch: 19/80, step: 19/98, loss: 0.86825, accuracy: 0.66992
Epoch: 19/80, step: 20/98, loss: 0.91854, accuracy: 0.67578
Epoch: 19/80, step: 21/98, loss: 0.85855, accuracy: 0.72266
Epoch: 19/80, step: 22/98, loss: 0.95260, accuracy: 0.66406
Epoch: 19/80, step: 23/98, loss: 0.88987, accuracy: 0.66211
Epoch: 19/80, step: 24/98, loss: 0.78243, accuracy: 0.71484
Epoch: 19/80, step: 25/98, loss: 0.93052, accuracy: 0.68164
Epoch: 19/80, step: 26/98, loss: 0.86556, accuracy: 0.70117
Epoch: 19/80, step: 27/98, loss: 0.83488, accuracy: 0.68359
Epoch: 19/80, step: 28/98, loss: 1.09326, accuracy: 0.60352
Epoch: 19/80, step: 29/98, loss: 0.93660, accuracy: 0.65625
Epoch: 19/80, step: 30/98, loss: 0.93169, accuracy: 0.66016
Epoch: 19/80, step: 31/98, loss: 1.01632, accuracy: 0.65430
Epoch: 19/80, step: 32/98, loss: 0.96293, accuracy: 0.63672
Epoch: 19/80, step: 33/98, loss: 0.84252, accuracy: 0.70508
Epoch: 19/80, step: 34/98, loss: 0.87462, accuracy: 0.69531
Epoch: 19/80, step: 35/98, loss: 0.89796, accuracy: 0.65039
Epoch: 19/80, step: 36/98, loss: 0.88844, accuracy: 0.67969
Epoch: 19/80, step: 37/98, loss: 0.96593, accuracy: 0.66211
Inject worker: 1
Inject layer: basicblock_2_basic_0_conv2
Shape for target layer is (256, 8, 8, 128)
